6609	02 Schneiden & Trennen	Tischsägen/Brückensägen	3	Husqvarna Tischsäge TS 73 R	Präzise Brückensäge für grosse Fliesen und Gehrungsschnitte.
3897	02 Schneiden & Trennen	Trennscheiben 115-230 mm	4	KGS RED K810 Diamant Trennscheibe für Granit Trockenschnitt	Universelle Premium-Trennscheibe für Beton, Naturstein und Verbundstein.
4241	02 Schneiden & Trennen	Trennscheiben 115-230 mm	4	KGS RED K810 Diamanttrennscheibe 115-230 mm  Aufnahme M14	Premium-Trennscheibe mit M14-Aufnahme für Granit-Trockenschnitt.
4026	02 Schneiden & Trennen	Trennscheiben 125-150 mm	2	Bildhauer Diamanttrennscheiben für Trockenschnitt	Vollmantel-Trennscheibe für präzise Bildhauerarbeiten.
4243	02 Schneiden & Trennen	Trennscheiben 125-230 mm	4	BETCUT NSTTB CERAMICS	Dünne Turbo-Trennscheibe für präzisen Trockenschnitt von Keramik.
6359	02 Schneiden & Trennen	Trennscheiben ab 150 mm	5	FERRIX DTS EPIC Ø230 Ceramics Aufnahme 22.2mm	Präzise Grossformat-Trennscheibe für Keramik, Feinsteinzeug und Kompaktmaterialien.
6366	02 Schneiden & Trennen	Trennscheiben ab 150 mm	5	FERRIX DTS EPIC Ø150 Ceramics Aufnahme 22.2mm	Grössere Variante für saubere Schnitte in Keramik und Feinsteinzeug.
7230	02 Schneiden & Trennen	Trennscheiben ab 150 mm	5	NORTON DTS Ø230mm/22,2mm Mr. Invincible	Vielseitige, robuste Universal-Trennscheibe für grosse Winkelschleifer.
6360	02 Schneiden & Trennen	Trennscheiben ab 150 mm	4	FERRIX DTS EPIC Ø250 Ceramics Aufnahme 25.4mm	Grossformat-Trennscheibe für Keramik und Kompaktmaterialien mit hoher Randhöhe.
6367	02 Schneiden & Trennen	Trennscheiben ab 150 mm	4	FERRIX DTS EPIC Ø180 Ceramics Aufnahme 22.2mm	Grösste Variante der EPIC Ceramics-Serie für Feinsteinzeug.
1375	02 Schneiden & Trennen	Trennscheiben ab 150 mm	3	Diamant TS Ceramics soft Extreme mit Vollbelag 9 mm	Vollbelag-Trennscheibe für sauberen Nassschnitt an Naturstein und Keramik.
2652	02 Schneiden & Trennen	Trennscheiben ab 150 mm	3	KGS Swiflex-COBRA Diamanttrennscheibe mit Aufnahme M14	Universelle Trenn- und Schruppscheibe für alle gängigen Materialien.
6322	02 Schneiden & Trennen	Trennscheiben ab 150 mm	3	DTS ø150 X M14 LASER Performer ohne Kühllöcher	Universelle Trennscheibe für Stein und leicht armierten Beton.
6777	02 Schneiden & Trennen	Trennscheiben ab 150 mm	2	Diamantscheibe Bildhauer Ø 230 mm Aufnahme 22,2 mm	Spezial-Trennscheibe für präzise Bildhauerarbeiten in Marmor und Kalkstein.
4066	02 Schneiden & Trennen	Trennscheiben ab 300 mm	3	BETCUT CERAMICS Turbo Nassanwendung	Nasstrennscheibe für Tischfräsen im Mix aus Keramik und Naturstein.
6364	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	FERRIX DTS EPIC Ø115 mm Ceramics Aufnahme 22.2mm	Kompakte Trennscheibe für präzise Feinsteinzeug-Schnitte am Winkelschleifer.
6365	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	FERRIX DTS EPIC Ø125 Ceramics Aufnahme 22.2mm	Schnelle, präzise Schnitte in Keramik und Feinsteinzeug ohne Ausbrüche.
7229	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	NORTON DTS Ø125mm/22,2mm Mr. Invincible	Vielseitige, robuste Universal-Trennscheibe für Akku- und Netzwinkelschleifer.
7235	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	NORTON DTS Ø115mm/22,2mm Mr. Invincible	Kompakte, robuste Universal-Trennscheibe für kleine Winkelschleifer.
7471	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	Diamanttrennscheibe PERFECT Ø125mm x 1.5mm M14	Robuste 1.5-mm-Trennscheibe für saubere, stabile Schnitte in Feinsteinzeug.
7865	02 Schneiden & Trennen	Trennscheiben bis 125 mm	5	DISTAR MasterCUT Ø125mm Diamanttrennscheibe trocken für Keramik	Hohe Standzeit von bis zu 40 Metern bei Feinsteinzeug, Trocken- und Nassbetrieb.
4242	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	KGS RED FINE CUT K840 CERAMICS	Feinschnitt-Trennscheibe für saubere Keramik- und Natursteinschnitte.
4987	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	DTS Trenn-u. Schruppscheibe für Fliesen und Feinsteinzeug Ø125mm M14	Trennen und Schruppen in einem Arbeitsgang an Fliesen und Feinsteinzeug.
5937	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	BETCUT NSTTB1,2 Ø125mm / 150 mm Keramik mit M14 Premium CH Flansch	Präzise Dünnschnitte in Keramik dank Swiss-Premium-M14-Flansch.
7469	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	ESTHETE 2.0 Diamanttrennscheibe Ø115mm x 1.1mm x 22.23mm	Schneidet feinste Glasuren sauber dank extradünnem Diamantsegment.
7472	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	TERMIT Diamanttrennscheibe Ø76mm	Kleine, wendige Trennscheibe für schwer zugängliche Schnitte an dickem Feinsteinzeug.
7845	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	DISTAR Shine Ø125/0.6mm DTS für Akku Geräte	Splitterfreier Schnitt ohne Nachbearbeitung, spart Akkulaufzeit durch dünnes Blatt.
7863	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	DISTAR MasterCut DTS trocken für Keramik & Feinsteinzeug Ø 45mm	Vielseitige Kleinscheibe zum Schneiden und Fugenausräumen in einem Werkzeug.
7864	02 Schneiden & Trennen	Trennscheiben bis 125 mm	4	DISTAR MasterCUT Ø76 Diamanttrennscheibe trocken für Keramik	Schneidet Feinsteinzeug präzise auch mit kleinen, leistungsschwachen Winkelschleifern.
7473	02 Schneiden & Trennen	Trennscheiben bis 125 mm	3	COLIBRI Diamanttrennscheibe Ø76mm	Präzisionsscheibe für feinste, komplexe Ausschnitte wie Spültasten oder Klappen.
7726	02 Schneiden & Trennen	Trennscheiben bis 125 mm	3	Elegant  DTS Ø100mm x 1mm x 10mm trocken für Keramik & Feinsteinzeug	Splitterfreier Feinschnitt auf glasierten Fliesen ohne Nachbearbeitung nötig.
7728	02 Schneiden & Trennen	Trennscheiben bis 125 mm	3	BUTTERFLY DTS Ø45mm x 0.58mm x 0.45mm trocken für Keramik & Feinsteinzeug	Präzisionsscheibe für feinste Feinsteinzeug-Details mit minimaler Schnittbreite.
7852	02 Schneiden & Trennen	Trennscheiben bis 125 mm	2	DISTAR Spraynozzle und Schutz für BUTTERFLY nass	Kühlt Trennscheiben beim Nassschnitt gezielt, ohne die Hand zu belasten.
7868	02 Schneiden & Trennen	Trennscheiben bis 125 mm	2	DISTAR Spraynozzle und Schutz für BUTTERFLY nass für Keramik & Feinsteinzeug - Proxxon	Kühlt die Butterfly-Trennscheibe am Proxxon-Gravurgerät gezielt mit Wasser.
7912	02 Schneiden & Trennen	Trennscheiben bis 125 mm	2	Wassergefäss zu Proxxon mit Messing Nozzle	Druckflasche für die gezielte Wasserkühlung der Butterfly-Trennscheibe.
4901	02 Schneiden & Trennen	Trennscheiben für Kompaktmaterial	3	FERRAMICS Ø350/60 Blau	Schnelle, präzise Schnitte in ultrakompakten Materialien wie Dekton und Laminam.
5444	02 Schneiden & Trennen	Trennscheiben für Kompaktmaterial	3	FERRAMICS Ø400/60 Blau	Schnelle, präzise Schnitte in ultrakompakten Materialien wie Dekton und Laminam.
6862	02 Schneiden & Trennen	Trennscheiben für Tischsägen	4	CERAMIC TS 300x30mm EXTREME Gres Silencio	Leise, langlebige Trennscheibe für harte Fliesen und Feinsteinzeug bis 4 cm.
6490	02 Schneiden & Trennen	Trennschleifer	3	Husqvarna K970 III 16" 400mm Trennschleifer	Robuster, kraftvoller Benzin-Trennschleifer für schwere Baustellenschnitte.
171	02 Schneiden & Trennen	Zubehör Kleintrennscheiben	1	Schaft ø 6mm zu Kleintrennscheiben	Passender Aufnahmeschaft für alle 6-mm-Kleintrennscheiben.
6540	03 Bohren & Fräsen	Akku-Bohrhammer	4	FLEX CHE 2-26 18.0 EC C Akku Kombi-Bohrhammer	Kraftvoller Akku-Bohrhammer für Bohren, Hammerbohren und Meisseln.
6863	03 Bohren & Fräsen	Akku-Bohrhammer	4	FLEX Kombi-Bohrhammer Akku CHE 18.0-EC C	Kompakter Akku-Bohrhammer für Bohren und leichte Meisselarbeiten.
6306	03 Bohren & Fräsen	Bohrhammer	4	FLEX CHE 5-40 SDS-max Kombi Bohrhammer	Kraftvoller Kombihammer für Bohren, Meisseln und Fliesenentfernen.
7307	03 Bohren & Fräsen	Bohrhammer 230 V	4	FLEX CHE 2-28 R SDS-plus Kombi-Bohrhammer	Kombi-Bohrhammer für Bohren, Hammerbohren und leichtes Stemmen.
7841	03 Bohren & Fräsen	Bohrsysteme	4	PROXXON Akku Langhals - Winkelbohrmaschine LHW/A	Akkubetriebene Langhals-Winkelbohrmaschine für präzise Arbeiten ohne Steckdose.
7843	03 Bohren & Fräsen	Bohrsysteme	4	PROXXON Akku Langhals - Winkelbohrmaschine LWB/A	Akkubetriebene Langhals-Winkelbohrmaschine für präzise Arbeiten ohne Steckdose.
7878	03 Bohren & Fräsen	Bohrsysteme	4	PROXXON/DISTAR Starter Set	Komplettes Einsteiger-Set für Feinbearbeitung von Feinsteinzeug zum Aktionspreis.
7842	03 Bohren & Fräsen	Bohrsysteme	3	PROXXON Langhals-Winkelbohrmaschine LWB/E	Netzbetriebene Langhals-Winkelbohrmaschine für präzise Arbeiten an vielen Materialien.
7465	03 Bohren & Fräsen	CoolGel	3	CoolGEL zum bohren in Keramik & Feinsteinzeug, Inhalt 250ml	Staubfreies, sauberes Bohren in Feinsteinzeug ohne Wasser, dank kühlendem Gel.
4031	03 Bohren & Fräsen	Diamantbohrkronen	4	BETCUT DRY M14 Diamantbohrkronen trocken/grob	Robuste Trocken-Diamantbohrkrone für Löcher in allen Materialien.
4030	03 Bohren & Fräsen	Fingerfräser	3	Fingerfräser BETCUT DRY Vollbelag	Diamant-Fingerfräser zum sauberen Erweitern von Bohrlöchern und Konturen.
6427	03 Bohren & Fräsen	Fingerfräser	3	Fingerfräser Ferrix Ø 25mm M14 mit Rundkopf	Erweitert und bearbeitet Bohrungen und Konturen präzise am Winkelschleifer.
8043	03 Bohren & Fräsen	Fingerfräser	2	Diamantfrässtift fein / spitz 0.8x8x2.35mm Pack à 10 Stück	Feiner Diamantfrässtift für präzise Detailarbeiten, 10er-Pack.
5543	03 Bohren & Fräsen	Fugenfräsen	2	FERRIX Diamant Frässcheibe Ø125 x22.2 mm / 6 mm	Präzises Fräsen von Mauerschlitzen mit geschütztem Diamantkern.
5545	03 Bohren & Fräsen	Fugenfräsen	2	FERRIX Diamant Frässcheibe Ø125 mm / 10 mm	Präzises Fräsen von Mauerschlitzen mit geschütztem Diamantkern.
5546	03 Bohren & Fräsen	Fugenfräsen	2	FERRIX Diamant Frässcheibe Ø125 mm / 8 mm	Präzises Fräsen von Mauerschlitzen mit robuster Segmentbreite.
5544	03 Bohren & Fräsen	Fugenfräsen	1	FERRIX Diamant V Fräser Ø125 mm	Öffnet Risse V-förmig für die fachgerechte Reparaturverfugung.
4040	03 Bohren & Fräsen	Fugenfräser	3	BETCUT-FAT Ø 90 - 113mm Fugenfräser	Turbo-Fugenfräser für universelle Granit- und Fugenarbeiten.
3136	03 Bohren & Fräsen	Kernbohren	4	FLEX BWE 16-9 14 Sacklochbohrer	Wassergekühlter FLEX-Bohrer für schnelles, sauberes Sacklochbohren.
3788	03 Bohren & Fräsen	Kernbohren	4	Husqvarna DMS 240 Bohrsystem	Vollständiges Kernbohrsystem mit Bohrständer für mittelgrosse Bohrlöcher.
7048	03 Bohren & Fräsen	Kernbohrständer	3	Husqvarna DS 250 Kernbohrständer, für BK mit max. Ø250mm	Präziser Kernbohrständer für Durchbrüche und Winkelbohrungen bis Ø 250 mm.
3901	04 Schleifen, Kanten & Polieren	Abziehsteine / Schärfen	2	DMT-Diamantrutscher / Abziehstein DAS 150	Präziser Diamant-Abziehstein zum Schärfen von Bildhauerwerkzeugen.
4388	04 Schleifen, Kanten & Polieren	Bodenpads	2	KGS Flexis FM  Ø150mm/6"	Bodenpad-System für professionelle Reinigung und Politur von Böden.
4207	04 Schleifen, Kanten & Polieren	Frässtifte / Gravurstifte	1	DSK 3mm Set Gravurstifte gesintert 10 verschiedene Formen	10-teiliges Gravurstift-Set für vielseitige Detailarbeiten.
2635	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Flammenform keramisch ø16x32mm K24/36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
345	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Zylinderform lang keramisch ø25x38 K24/36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
370	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Kegelform lang keramisch ø22x70mm K36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
371	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Kugelform keramisch ø25mm K36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
373	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Zylinder mit Rundung konvex keramisch ø25x25mm K36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
374	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Kegelform stumpf keramisch ø20x30mm K36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
397	04 Schleifen, Kanten & Polieren	Frässtifte / Schleifkörper	1	KSK 6 Zylinder mit Rundung konkav keramisch ø25x25mm K36	Kleiner Schleifkörper zum präzisen Schleifen von Detailformen.
4094	04 Schleifen, Kanten & Polieren	Handfeilen	2	KGS FILEX Diamant Hand-Feilen flach 40x20 mm	Diamant-Handfeile für präzises manuelles Schleifen von Stein.
6242	04 Schleifen, Kanten & Polieren	Handpads	3	KGS HANDPAD DIFLEX 75x75mm	Flexibles Handpad für Profilflächen ohne Elektrowerkzeug.
2390	04 Schleifen, Kanten & Polieren	Handpads / Handrutscher	3	KGS TELUM® Handrutscher 90 x 55 mm Körnung 50-3000	Diamant-Handrutscher für Ecken und Kanten, wo Maschinen nicht hinkommen.
7466	04 Schleifen, Kanten & Polieren	Jolly-Kante	4	DISTAR Glider 45 PRO 2.0 für die perfekte Jolly Kante	Macht den anspruchsvollen 45°-Jolly-Schnitt vibrationsfrei und industriell wiederholbar.
5531	04 Schleifen, Kanten & Polieren	Jolly-Kante	3	AKEMI Jollynator Set 90°+  135°	Perfekte 90°- und 135°-Aussenkanten direkt mit COLOUR BOND P+.
7849	04 Schleifen, Kanten & Polieren	Jolly-Kante	3	DISTAR Duster 45° für 115 & 125mm Trennscheiben	Staubarmes 45°-Fliesenschneiden mit visueller Schnittkontrolle.
4059	04 Schleifen, Kanten & Polieren	Lamellenschleifscheiben	3	KGS Hybrid Flap Disc M14 WET & DRY	Vibrationsarme Diamant-Lamellenscheibe für schnelles Schleifen und Schruppen.
6283	04 Schleifen, Kanten & Polieren	Multitool-Zubehör	3	FEIN Hartmetall-Raspel SL Verpackungseinheit 1 Stk Kantenlänge 80 mm	Grober Materialabtrag von Fliesenkleber und Spachtelmasse mit Staubabsaugung.
6285	04 Schleifen, Kanten & Polieren	Multitool-Zubehör	2	FEIN Schleifplatte ungelocht SL 3-Eck 81mm	Schützende Trägerplatte für präzises Kantenschleifen mit dem Multitool.
6286	04 Schleifen, Kanten & Polieren	Multitool-Zubehör	2	FEIN Schleifplatte extra flach SL 3-Eck 81mm Starlock	Flache Trägerplatte für Schleifarbeiten in engen Zwischenräumen.
7799	04 Schleifen, Kanten & Polieren	Polierpads	3	DISTAR Aufnahmeteller Click & Lock Pro Ø100mm M14	Wechselt Polierscheiben per Magnetklick, ohne Zeitverlust und Unwucht.
7853	04 Schleifen, Kanten & Polieren	Polierpads	3	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #4	Poliert Feinsteinzeug mit einer einzigen Scheibe bis zum Hochglanz.
7854	04 Schleifen, Kanten & Polieren	Polierpads	3	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #3	Poliert Feinsteinzeug in feiner Körnung mit einer einzigen Scheibe.
7855	04 Schleifen, Kanten & Polieren	Polierpads	3	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #2	Poliert Feinsteinzeug in mittlerer Körnung mit einer einzigen Scheibe.
7856	04 Schleifen, Kanten & Polieren	Polierpads	3	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #1	Schleift Feinsteinzeug in grober Körnung mit einer einzigen Scheibe an.
7867	04 Schleifen, Kanten & Polieren	Polierpads	2	DISTAR Schaumstützteller Ø50mm PROXXON	Sichere Klett-Basis für alle gängigen Polier- und Schleifaufsätze am Proxxon-Gerät.
6420	04 Schleifen, Kanten & Polieren	Polierzubehör	2	Aufnahmeteller ø100/120x10 M14 für Lammfelle	Aufnahmeteller für Lammfellpolitur am Winkelschleifer.
6421	04 Schleifen, Kanten & Polieren	Polierzubehör	2	Aufnahmeteller ø140/180x20 M14 für Lammfelle	Grösserer Aufnahmeteller für Lammfellpolitur am Winkelschleifer.
4069	04 Schleifen, Kanten & Polieren	Schleif- und Polierpads	3	BETCUT SPIRALBRICK Ø 100mm, Trockenanwendung	Bewährtes Spiralbrick-Pad für den Trockenschliff auf Granit.
4424	04 Schleifen, Kanten & Polieren	Schleif- und Polierpads	3	BETCUT HONEYCOMB PAD Ø150 mm 1- 6	Honeycomb-Pad-Set für stufenloses Polieren von Hartgestein und Beton.
5999	04 Schleifen, Kanten & Polieren	Schleifkegel	2	Diamant Schleifkegel Ø 35 mm M14	Feiner Diamant-Schleifkegel für Kanten- und Formbearbeitung.
6000	04 Schleifen, Kanten & Polieren	Schleifkegel	2	Diamant Schleifkegel Ø 38 mm M14	Feiner Diamant-Schleifkegel für Kanten- und Formbearbeitung.
6001	04 Schleifen, Kanten & Polieren	Schleifkegel	2	Diamant Schleifkegel gekröpft Ø 48 mm M14	Gekröpfte Form für Schleifarbeiten in schwer zugänglichen Ecken und an Decken.
6002	04 Schleifen, Kanten & Polieren	Schleifkegel	2	Diamant Schleifkegel Ø 50 mm M14	Feiner Diamant-Schleifkegel für Kanten- und Formbearbeitung.
6342	04 Schleifen, Kanten & Polieren	Schleifscheiben	3	Telum Dry Diamantschleifscheibe ø115x25 QRS grau K50-800	Hohe Standzeit und Abtragsleistung beim Trockenschliff von Hartgestein.
6413	04 Schleifen, Kanten & Polieren	Schleifscheiben Klett	3	KGS Telum Dry Diamantschleifscheibe ø100x15 QRS K50-800	Langlebige Trockenschleifscheibe für harten Naturstein.
4986	04 Schleifen, Kanten & Polieren	Schleifteller	2	Ferrix Schleifteller Keramik Ø100 mm M14	Robuster Hartschleifteller speziell für Keramik.
5931	04 Schleifen, Kanten & Polieren	Schleifteller	2	Aufnahmeteller SF HART Ø130 SF M14 hart	Stabiler Hart-Aufnahmeteller für Klettschleifmittel Ø130 mm.
2812	04 Schleifen, Kanten & Polieren	Schleiftöpfe	4	DIA Schleiftopf 125mm Aufnahme 22.2 mm / M14	Robuster Schleiftopf für Sanierungsschleifer mit hoher Abtragsleistung.
7023	04 Schleifen, Kanten & Polieren	Schleiftöpfe	3	FLEX Thermo Super Ø150/22.2mm Diamantschleiftopf	Leistungsstarker Schleiftopf für Betonvorbereitung und Beschichtungsentfernung.
7727	04 Schleifen, Kanten & Polieren	Schleiftöpfe	3	NECTAR DSK Ø45mm x 5.8 mm trocken für Keramik & Feinsteinzeug	Ausbruchsfreies Schleifen von Feinsteinzeug, auch an schwer zugänglichen Stellen.
7729	04 Schleifen, Kanten & Polieren	Schleiftöpfe	3	DISTAR MasterGRIND Ø115x1.8x30mm für Keramik und Glas	Kombiniert Schneiden und Schleifen von Keramik und Glas in einem Werkzeug.
7984	04 Schleifen, Kanten & Polieren	Schleiftöpfe	3	DISTAR DGM Schleiftopf Soft Edge Ø45mm	Schleift glasiertes, sprödes Feinsteinzeug abplatzungsfrei dank Graphitkühlung.
4928	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	PKD Schleiftopf blau 125mm	Starker PKD-Abtrag ohne Verkleben bei Trockenschliff.
4929	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	PKD Schleiftopf blau 180mm	Starker PKD-Abtrag ohne Verkleben bei Trockenschliff.
4931	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	PKD Schleiftopf schwarz 180mm	Starker PKD-Abtrag mit 12 Segmenten für feineren Trockenschliff.
5997	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	Diamant Topfscheibe Ø100mm M14	Robuste Diamant-Topfscheibe für schnellen Materialabtrag.
5998	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	Diamant Topfscheibe Ø115 mm M14	Robuste Diamant-Topfscheibe für schnellen Materialabtrag.
7985	04 Schleifen, Kanten & Polieren	Schleiftöpfe	2	DISTAR Support Adapter Ø19mm	Verhindert das Durchrutschen von Spannzangen und schont die Maschinenlager.
7936	05 Verlegen, Heben & Klopfen	Fliesenrüttler	5	FLEX Akku Fliesenrüttler TV 18-EC C	Rüttelt grossformatige Fliesen vollflächig blasenfrei in den Kleber ein.
8401	05 Verlegen, Heben & Klopfen	Gummihämmer	5	PICARD Gummihammer Grösse 2 + 3, zum Festschlagen von empfindlichen Bauteilen	Schont empfindliche Bauteile beim Festschlagen dank gummierter Schlagfläche.
5687	05 Verlegen, Heben & Klopfen	Kniehocker	5	PROBST KNEESEAT Kniehocker KS	Entlastet Rücken und Knie beim Verlegen spürbar.
2192	05 Verlegen, Heben & Klopfen	Kochfeld-Montage	1	FERROFIX-Montagegerät	Präzisionswerkzeug für schnelles, sauberes Montieren von Glaskeramik-Kochfeldern.
7240	05 Verlegen, Heben & Klopfen	Pflastererhämmer	3	Pflastererhammer Berliner Form 1000-2000g, Eschenstiel geschweift	Robuster Pflastererhammer für Verlegearbeiten mit Naturstein und Platten.
7140	05 Verlegen, Heben & Klopfen	Plattengreifer	4	Ferro Plattengreifer Gecko V3 Tragkraft 80kg	Sicherer, materialschonender Plattengreifer für den Plattentransport.
8365	05 Verlegen, Heben & Klopfen	Plattenlegerhämmer	5	PICARD Plattenlegerhammer BlackTec®	Rückschlaghemmender Plattenlegerhammer für Pflaster- und Plattenverlegearbeiten.
7383	05 Verlegen, Heben & Klopfen	Plattenlegerhämmer	4	PICARD Fliesenlegerhammer	Robuster, ergonomischer Fliesenlegerhammer von PICARD mit Hartmetallspitze.
