5108	Steinmetz & Bildhauer	02 Schneiden & Trennen	Pressluft-Zahneisen	3	Ferrit Pressluft Zahneisen 16mm 4Z 10.2	040-620	Pressluft-Zahneisen mit Hartmetallspitzen, 4 Zähne.
3607	Steinmetz & Bildhauer	02 Schneiden & Trennen	Scharriereisen	2	REXID Scharriereisen KK M		Schlankes Scharriereisen für Sandstein mit Knüpfelkopf.
362	Steinmetz & Bildhauer	02 Schneiden & Trennen	Schlageisen	2	Stahlschlageisen 25mm	040-362	Gehärtetes Schlageisen für Sandstein.
364	Steinmetz & Bildhauer	02 Schneiden & Trennen	Schlageisen	2	Stahlschl.eisen Kl.Sandst.35mm	040-364	Gehärtetes Schlageisen für Sandstein.
3899	Steinmetz & Bildhauer	02 Schneiden & Trennen	Schlageisen	2	FERROBLACK Handschlageisen KK		Handgefertigtes Schlageisen mit WIDIA-Einsatz.
2979	Steinmetz & Bildhauer	02 Schneiden & Trennen	Spaltkeile	2	Spaltkeilgarnitur ø 14 - 30 mm 3-Teilig		Spaltkeilgarnitur zum klassischen Spalten von Naturstein von Hand.
3611	Steinmetz & Bildhauer	02 Schneiden & Trennen	Spitzeisen	2	REXID Spitzeisen SK Universal		Hartmetall-Spitzeisen für alle Gesteinsarten.
3612	Steinmetz & Bildhauer	02 Schneiden & Trennen	Spitzeisen	2	REXID Spitzeisen Prellerform H		Prellerform-Spitzeisen mit Hartmetall für Hartgestein.
5122	Steinmetz & Bildhauer	02 Schneiden & Trennen	Stockhammer-Einsätze	4	Stockhammer Einsatz 20 mm x 20 mm		Stockhammer-Einsatz mit gehärteten Zähnen, 4-36 Zähne.
1370	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben	4	KGS Kleintrennscheibe ø 50/75 mm x  Ø 6 mm		Kleine gesinterte Trennscheibe für feine Trennarbeiten.
1372	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben	4	Diamanttrennscheibe Laser Performer Trockenschnitt		Universelle Diamanttrennscheibe für Stein und Beton, Trockenschnitt.
1741	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben Brückenfräse	3	BETCUT EVOGRES PLUS Ø400x60mm	030-716	Diamanttrennscheibe für ultraschnellen Schnitt auf Brückenfräsen.
901	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben Trocken	4	Diamanttrennscheibe ARCODry Cut SCC ø125 mm-180 mm		Trennscheibe für Kurvenschnitte in Beton und Granit.
4241	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben Universal	4	KGS RED K810 Diamanttrennscheibe 115-230 mm  Aufnahme M14		Universelle Trennscheibe für Beton, Pflaster und Naturstein.
4495	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trennscheiben trocken	4	Diamanttrennscheibe ø105mm x 22.2 mm AEM	030-620	Trennscheibe mit geschliffenem Rand für Granit und Beton.
5902	Steinmetz & Bildhauer	02 Schneiden & Trennen	Trockentrennscheiben Universal	4	Diamant Laser Performer ø125 mm und 150 mm X M14 Trockenschnitt	032-113	Diamant-Trennscheibe Laser-Performer Ø125/150mm für Trockenschnitt, Super-Universal.
4585	Steinmetz & Bildhauer	02 Schneiden & Trennen	Wasserkühlung Zubehör	1	Gummispritzdüse zu LONN	100-204	Ersatzdüse für die LONN-Wasserkühlung an Trennmaschinen.
4586	Steinmetz & Bildhauer	02 Schneiden & Trennen	Wasserkühlung Zubehör	1	Wasserspritzdüse LONN	100-202	Original-Wasserspritzdüse für die LONN-Wasserkühlung.
3901	Steinmetz & Bildhauer	02 Schneiden & Trennen	Werkzeugschärfen	2	DMT-Diamantrutscher / Abziehstein DAS 150		Diamant-Abziehstein zum Schärfen von Bildhauerwerkzeugen.
3961	Steinmetz & Bildhauer	02 Schneiden & Trennen	Zahneisen-System	2	FERROGOLD PL-Zahneisen  2-5 Zähne		Pressluft-Zahneisen mit Hartmetalleinlage, 2 bis 5 Zähne.
3963	Steinmetz & Bildhauer	02 Schneiden & Trennen	Zahneisen-System	2	Zahneisenhalter 25 und 40 mm KK		Wiederverwendbarer Halter für Zahneisen-Einsätze.
3967	Steinmetz & Bildhauer	02 Schneiden & Trennen	Zahneisen-System	2	REXID PL-Zahneisen Konus  W		Pressluft-Zahneisen mit Hartmetallstiften für Sandstein.
3964	Steinmetz & Bildhauer	02 Schneiden & Trennen	Zahneisen-System	1	Zahneiseneinsätze		Auswechselbare Einsätze für Zahneisenhalter.
5916	Steinmetz & Bildhauer	03 Bohren & Fräsen	Adapter/Aufnahmeschaft	3	Aufnahmeschaft 1/2" M12 IG NL 100mm	030-721	Adapter R1/2 auf M12 für Bohrkronen, Nutzlänge 100mm.
4502	Steinmetz & Bildhauer	03 Bohren & Fräsen	Bildhauer-Meisseleinsätze	3	REXID PL-Zahneisen Schaft 10,2 mm		Hartmetall-Zahneisen für Sandstein am Presslufthammer.
4503	Steinmetz & Bildhauer	03 Bohren & Fräsen	Bildhauer-Meisseleinsätze	3	REXID PL-Zahneisen 3-5 Zähne 12,7mm		Hartmetall-Zahneisen für Kalkstein, Schaft 12.7 mm.
4550	Steinmetz & Bildhauer	03 Bohren & Fräsen	Bildhauer-Meisseleinsätze	2	PL-Stocker 30x30mm 25 Zähne m.B. KSHK	040-172	Hartmetall-Stocker 30x30 mm mit 25 Zähnen für Fassadenarbeiten.
1235	Steinmetz & Bildhauer	03 Bohren & Fräsen	Bildhauer-Werkzeugsets	4	Guillet Bildhauerset No. 5	040-002	Komplettes Einsteiger-Set für die Bildhauer-Handarbeit.
3904	Steinmetz & Bildhauer	03 Bohren & Fräsen	Bohrkronen Keramik	4	BETCUT-CERAMICS Bohrkrone R 1/2"		Diamant-Bohrkrone für ausbruchfreie Löcher in Keramik und Dekton.
4810	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Adapter	2	Aufnahmeschaft R1/2 M14 IG	030-618	Adapterschaft für Fingerfräser, M14 IG auf R1/2".
4817	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Adapter	2	Adapter 20mm R1/2" GAS M12	030-720	Stahladapter R1/2" auf M12 für Fingerfräser.
4095	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Bohrwerkzeuge	3	CNC-Diamanthohlbohrer		CNC-Diamanthohlbohrer für Granit, Nassanwendung.
5666	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Diamanthohlbohrer	4	BETCUT CNC Diamanthohlbohrer Ø12-Ø35 mm x 60 mm 2mm Ring R1/2''		CNC-Hohlbohrer für Naturstein in mehreren Bindungen.
5772	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Diamanthohlbohrer	3	BETCUT CNC Diamanthohlbohrer Ø19/15x7mm NL120mm Ringsegment R1/2"	031-110 19	CNC-Diamanthohlbohrer Ø19/15mm für Naturstein im Nasseinsatz, Bohrtiefe 120mm.
6327	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Diamantwerkzeuge	3	ADI Wasserrillenfräser Radius 6mm Ø12mm K1-K4 Aufnahme R 1/2" UHS		Wasserrillenfräser für Küchenplatten-Arbeitsplatten, Ø 12 mm.
6427	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Diamantwerkzeuge	3	Fingerfräser Ferrix Ø 25mm M14 mit Rundkopf	030-693	Diamantfingerfräser für Bohrungen und Konturen, Ø 25 mm.
2800	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Diamantwerkzeuge	3	Diamantfingerfräser FF Ø23 mm Aufnahme R½" CNC		Diamantfingerfräser für CNC-Fräsmaschinen an Granit.
4200	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fingerfräser	3	Fingerfräser Ø20 mm H 45 mm Aufnahme: R1/2"	031-304	CNC-Fingerfräser für Nassanwendung, Höhe 45 mm.
4204	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fingerfräser	3	Fingerfräser KGS MD UNI Ø20x40	031-652	CNC-Fingerfräser mit Sonderstahl-Segmenten, Nassanwendung.
1150	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC Umfangfräser ø54/25/7 Crec	031-176	CNC-Fräswerkzeug für Massivarbeiten in Naturstein, doppelseitig nutzbar.
1151	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC Umfangfräser ø91/30/7 UHS	031-178	Grösseres CNC-Fräswerkzeug für Massivarbeiten in Naturstein.
7045	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC MEM Fingerfräser Ø20 mm H25 mm PREMIUMextreme	031-185	CNC-Fingerfräser für Keramik und Porzellan, Ø20mm.
7049	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC MEM Fingerfräser Granit/Quartzit Ø23mm H50mm R1/2"	031-186	CNC-Fingerfräser für Granit und Quarzit, Ø23mm.
7051	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC MEM Bohrer Ø35 mm R1/2"	031-183	Gesinterter CNC-Bohrer Ø35mm für Granit, Marmor und Keramik.
7052	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC MEM Umfangfräser Ø87mm	031-188	CNC-Umfangfräser Ø87mm für Marmor und Granit.
5668	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Fräswerkzeuge (Finger Bits)	3	Finger Bit GRES Ø 23x35mm	030-691	Finger Bit für CNC-Bearbeitung von Feinsteinzeug.
1781	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Gravurstifte	3	Gravurstift HM CNC 60° ø10mm x 55mm	031-386	CBN-Gravurstift für CNC-Maschinen mit interner Wasserzufuhr.
1782	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Gravurstifte	3	Gravurstift HM CNC 90° ø10mm x 55mm	031-384	CBN-Gravurstift für CNC-Maschinen mit interner Wasserzufuhr.
6895	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Profilfräser	3	CNC MEM Profilfräser Metal Linie Ø20 mm Zenith Z40  R 1/2"		CNC-Profilfräser für Naturstein, komplette Körnungsreihe P1-P6 plus H1.
6898	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Profilfräser	3	CNC MEM Profilfräser Metal Linie Ø 40mm Zenith Z40 Position 1-6 + H1		CNC-Profilfräser Ø40mm für Naturstein, komplette Positionsreihe P1-H1.
6900	Steinmetz & Bildhauer	03 Bohren & Fräsen	CNC-Profilfräser	3	CNC MEM Profilfräser Metal Linie Ø60mm Zenith Z40 Pos.1-6  und H1		CNC-Profilfräser Ø60mm für Naturstein, komplette Positionsreihe P1-H1.
